year,value
2010,18
2011,20.3
2012,24
2013,27.1
2014,28.5
2015,28.2
2016,34.2
2017,42
2018,39.2
2019,41.4
2020,54.2
2021,52.8
2022,41
2023,41.3
2024,43.5
