year,value
2010,10.5
2011,12.9
2012,17.9
2013,15.4
2014,17.2
2015,17.8
2016,20.5
2017,23.1
2018,30
2019,24.6
2020,29.7
2021,27.4
2022,25.6
2023,19.2
2024,22.1
