year,value
2010,17
2011,17.3
2012,22
2013,23.6
2014,25.4
2015,25.9
2016,25.7
2017,27.9
2018,26.5
2019,25.6
2020,23
2021,29.3
2022,28.7
2023,29.2
2024,28.5
