year,value
2010,173.6
2011,195
2012,199.2
2013,199.9
2014,207.8
2015,206.1
2016,210.5
2017,207.9
2018,214.3
2019,214
2020,207.4
2021,215.4
2022,200.3
2023,209.2
2024,null
