year,value
2010,8.8
2011,11.2
2012,11.1
2013,13
2014,12.8
2015,12
2016,17.3
2017,21.6
2018,25.2
2019,22.7
2020,26
2021,27.8
2022,24.7
2023,15.5
2024,15.2
