year,value
2010,132.5
2011,168
2012,161
2013,159.7
2014,176.4
2015,161.4
2016,165.8
2017,167.8
2018,170.5
2019,154.8
2020,157.2
2021,166.4
2022,173.5
2023,176.5
2024,null
