year,value
2010,36
2011,38.2
2012,33.7
2013,28.8
2014,29.6
2015,34
2016,32.7
2017,28.9
2018,27.8
2019,31.4
2020,30.4
2021,26.8
2022,12.2
2023,19.3
2024,23.8
