year,value
2010,693.8
2011,735.6
2012,510.6
2013,893.7
2014,775.1
2015,593.3
2016,412
2017,733.6
2018,919.2
2019,1152.8
2020,1033.5
2021,893.8
2022,1037.9
2023,1159.2
2024,1020.9
