year,value
2010,1.2
2011,1.6
2012,2.4
2013,2.7
2014,2.6
2015,3
2016,3.8
2017,5.7
2018,6.3
2019,5.9
2020,7
2021,9.8
2022,6.7
2023,5.5
2024,6.1
