year,value
2010,4316.9
2011,3684.2
2012,3293
2013,3233.1
2014,3003.1
2015,2805.2
2016,2859.2
2017,2501.5
2018,2484.3
2019,2609.2
2020,2374.5
2021,2472.1
2022,1740.2
2023,1494.3
2024,1398.2
