year,value
2010,69.2
2011,69
2012,70.8
2013,84.1
2014,83.7
2015,84
2016,97.2
2017,102
2018,104.9
2019,103.8
2020,122.7
2021,123.3
2022,109
2023,113.4
2024,96.5
