year,value
2010,6.3
2011,7.6
2012,8.6
2013,8.6
2014,9.3
2015,8.5
2016,9.9
2017,13.1
2018,25.6
2019,23
2020,26.2
2021,26.9
2022,24
2023,16.4
2024,16.3
