year,value
2010,1036.6
2011,1110.3
2012,1412.4
2013,1351
2014,1792.9
2015,2135.6
2016,1859.4
2017,1981.9
2018,1728.7
2019,1612.8
2020,1364.3
2021,1322.9
2022,1527.2
2023,1834
2024,2714.2
