year,value
2010,12.5
2011,12.7
2012,13.5
2013,15.8
2014,15.4
2015,14.2
2016,17.8
2017,21.9
2018,23
2019,22.3
2020,26.2
2021,24.9
2022,24.4
2023,22.5
2024,15.6
