year,value
2010,0.5
2011,0.5
2012,0.5
2013,0.5
2014,0.5
2015,0.5
2016,0.5
2017,0.5
2018,0.6
2019,0.6
2020,0.6
2021,0.6
2022,0.7
2023,0.7
2024,0.8
