year,value
2010,6.7
2011,7.7
2012,9.7
2013,9.3
2014,11.2
2015,10.5
2016,13.4
2017,17.1
2018,22.4
2019,19.9
2020,23.9
2021,23.7
2022,21.5
2023,16.9
2024,16.2
