year,value
2010,1.3
2011,0.7
2012,0.7
2013,0.5
2014,0.7
2015,0.4
2016,0.6
2017,0.5
2018,0.6
2019,1.2
2020,0.9
2021,1.4
2022,0.9
2023,0.7
2024,0.9
