year,value
2010,5.5
2011,6.7
2012,8.8
2013,7.7
2014,9.4
2015,9.3
2016,11.4
2017,12.9
2018,17.3
2019,14.6
2020,15.3
2021,15.8
2022,15.7
2023,10.4
2024,11
