year,value
2010,16.7
2011,20.7
2012,22.7
2013,22.8
2014,25.8
2015,25.9
2016,27.3
2017,29.6
2018,26.6
2019,28.9
2020,33.2
2021,34.5
2022,30.9
2023,29.4
2024,31.1
