year,value
2010,7.3
2011,9.8
2012,13.7
2013,11.4
2014,12.8
2015,14.5
2016,16.4
2017,16.6
2018,23.8
2019,20.1
2020,20.5
2021,23.1
2022,21.4
2023,14.8
2024,16.1
