year,value
2010,310.8
2011,279.9
2012,301.1
2013,241.3
2014,243.6
2015,210.5
2016,208.6
2017,197.8
2018,195.8
2019,181.9
2020,199
2021,178
2022,153.5
2023,164.8
2024,173.8
