year,value
2010,17.3
2011,21
2012,28.1
2013,25.3
2014,24.8
2015,28.3
2016,26.6
2017,29.6
2018,68.4
2019,48.8
2020,95.8
2021,85.6
2022,109.5
2023,62
2024,114.6
