year,value
2010,15
2011,18.4
2012,16.5
2013,21.7
2014,19.4
2015,21.6
2016,22.4
2017,20.2
2018,23
2019,25.6
2020,20.2
2021,24.6
2022,21.6
2023,24.5
2024,21.8
