year,value
2010,78.2
2011,84.9
2012,89.9
2013,103.5
2014,95.2
2015,104.5
2016,101.9
2017,103.1
2018,128.4
2019,108.1
2020,105.6
2021,117.3
2022,116.1
2023,119
2024,null
