year,value
2010,1.9
2011,1.8
2012,1.6
2013,2
2014,2.8
2015,3.1
2016,3.1
2017,3
2018,3.2
2019,3.4
2020,3.6
2021,4.5
2022,4.3
2023,4.5
2024,6.5
