year,value
2010,1.8
2011,2.1
2012,2.6
2013,3.1
2014,2.9
2015,2.8
2016,4
2017,6.3
2018,7.6
2019,6.7
2020,8.8
2021,10.5
2022,7.3
2023,6.2
2024,5.4
