year,value
2010,279.1
2011,279.1
2012,297.8
2013,279.3
2014,185.1
2015,150.8
2016,143.6
2017,171
2018,148.4
2019,115.4
2020,137.8
2021,171.6
2022,101.5
2023,78.4
2024,69.7
