year,value
2010,57.6
2011,62.5
2012,67.8
2013,66.8
2014,73
2015,68.3
2016,88.2
2017,97.3
2018,101.8
2019,103.9
2020,121.2
2021,120.2
2022,101
2023,90.9
2024,96.9
