year,value
2010,6284.1
2011,6657.3
2012,5629.7
2013,6566.1
2014,6010.6
2015,6839.5
2016,6190.1
2017,6361.2
2018,6603.9
2019,6812.4
2020,6554.5
2021,7090.2
2022,5281.5
2023,4658.4
2024,4883.8
