year,value
2010,18.5
2011,22.5
2012,23.7
2013,27
2014,28.2
2015,28.4
2016,37.5
2017,42.9
2018,48.5
2019,50.8
2020,61.1
2021,61.5
2022,55.1
2023,47.8
2024,43.2
