year,value
2010,128.6
2011,169.3
2012,194.2
2013,212.8
2014,208.8
2015,206
2016,244.5
2017,299.3
2018,331.4
2019,300.3
2020,339.9
2021,363.4
2022,293.5
2023,189.6
2024,195.2
