year,value
2010,5.9
2011,4.7
2012,3.8
2013,2.8
2014,2.9
2015,2.8
2016,1.9
2017,1.6
2018,1.9
2019,0.5
2020,0.7
2021,0.8
2022,0.9
2023,1.3
2024,1.8
