year,value
2010,5
2011,5.3
2012,6
2013,7
2014,7.6
2015,6.9
2016,7.9
2017,9.5
2018,18.1
2019,16.9
2020,18.4
2021,19.9
2022,16.6
2023,13.2
2024,11
