year,value
2010,26.8
2011,33.5
2012,28
2013,33.9
2014,40.1
2015,38.8
2016,42.1
2017,41.1
2018,37.3
2019,41.6
2020,38
2021,45.3
2022,39.3
2023,46.4
2024,45.9
