year,crop,baseline,scenario,split,y_true,y_pred,mae,rmse,mape,order
2022,Кукурудза,forecast_linear,trend,test,5.14,8.363030303030314,3.2230303030303142,3.2230303030303142,62.70486970876098,
2022,Кукурудза,linest_lag_only,lag_only,test,5.14,22.038171846256496,16.898171846256496,16.898171846256496,328.7582071256128,
2022,Кукурудза,arima,trend,test,5.14,7.479177757757942,2.339177757757942,2.339177757757942,45.50929489801444,"(0, 1, 1)"
2023,Кукурудза,naive_lag1,lag_only,test,7.85,5.14,2.71,2.71,34.52229299363058,
2023,Кукурудза,forecast_linear,trend,test,7.85,7.507307692307691,0.3426923076923085,0.3426923076923085,4.365507104360619,
2023,Кукурудза,linest_lag_only,lag_only,test,7.85,3.4375847768893806,4.412415223110619,4.412415223110619,56.20911112242827,
2023,Кукурудза,arima,trend,test,7.85,8.356864329533233,0.5068643295332329,0.5068643295332329,6.456870439913795,"(1, 1, 1)"
2024,Кукурудза,naive_lag1,lag_only,test,6.8,7.85,1.0499999999999998,1.0499999999999998,15.441176470588234,
2024,Кукурудза,forecast_linear,trend,test,6.8,7.634945054945064,0.8349450549450639,0.8349450549450639,12.278603749192115,
2024,Кукурудза,linest_lag_only,lag_only,test,6.8,7.7428088236836246,0.9428088236836247,0.9428088236836247,13.864835642406245,
2024,Кукурудза,arima,trend,test,6.8,7.136696003734853,0.3366960037348532,0.3366960037348532,4.951411819630194,"(1, 1, 1)"
2019,Соняшник,naive_lag1,lag_only,validation,3.44,3.1100000000000003,0.3299999999999996,0.3299999999999996,9.593023255813943,
2019,Соняшник,forecast_linear,trend,validation,3.44,3.4361111111110745,0.003888888888925468,0.003888888888925468,0.1130490956082985,
2019,Соняшник,linest_lag_only,lag_only,validation,3.44,3.130149085627857,0.30985091437214285,0.30985091437214285,9.007294022446013,
2019,Соняшник,arima,trend,validation,3.44,3.1100000000000003,0.3299999999999996,0.3299999999999996,9.593023255813943,"(0, 1, 0)"
2020,Соняшник,naive_lag1,lag_only,validation,2.68,3.44,0.7599999999999998,0.7599999999999998,28.358208955223873,
2020,Соняшник,forecast_linear,trend,validation,2.68,3.604666666666674,0.9246666666666736,0.9246666666666736,34.50248756218931,
2020,Соняшник,linest_lag_only,lag_only,validation,2.68,3.902742558592973,1.222742558592973,1.222742558592973,45.624722335558694,
2020,Соняшник,arima,trend,validation,2.68,3.4400000000000004,0.7600000000000002,0.7600000000000002,28.35820895522389,"(0, 1, 0)"
2021,Соняшник,naive_lag1,lag_only,validation,3.2,2.68,0.52,0.52,16.25,
2021,Соняшник,forecast_linear,trend,validation,3.2,3.4356363636363767,0.23563636363637652,0.23563636363637652,7.3636363636367665,
2021,Соняшник,linest_lag_only,lag_only,validation,3.2,-0.44969820622325196,3.649698206223252,3.649698206223252,114.05306894447662,
2021,Соняшник,arima,trend,validation,3.2,2.6799999999999997,0.5200000000000005,0.5200000000000005,16.250000000000014,"(0, 1, 0)"
2022,Соняшник,naive_lag1,lag_only,test,2.29,3.2,0.9100000000000001,0.9100000000000001,39.73799126637555,
2022,Соняшник,forecast_linear,trend,test,2.29,3.482272727272715,1.192272727272715,1.192272727272715,52.06431123461637,
2022,Соняшник,linest_lag_only,lag_only,test,2.29,1.8472365498829195,0.4427634501170805,0.4427634501170805,19.334648476728404,
2022,Соняшник,arima,trend,test,2.29,3.2,0.9100000000000001,0.9100000000000001,39.73799126637555,"(0, 1, 0)"
2023,Соняшник,naive_lag1,lag_only,test,3.13,2.29,0.8399999999999999,0.8399999999999999,26.837060702875398,
2023,Соняшник,forecast_linear,trend,test,3.13,3.231538461538463,0.10153846153846313,0.10153846153846313,3.2440403047432316,
2023,Соняшник,linest_lag_only,lag_only,test,3.13,2.216113301334679,0.9138866986653209,0.9138866986653209,29.197658104323352,
2023,Соняшник,arima,trend,test,3.13,2.7365371623012478,0.3934628376987521,0.3934628376987521,12.57069769005598,"(1, 1, 0)"
2024,Соняшник,naive_lag1,lag_only,test,2.69,3.13,0.43999999999999995,0.43999999999999995,16.356877323420072,
2024,Соняшник,forecast_linear,trend,test,2.69,3.2793406593406473,0.5893406593406474,0.5893406593406474,21.908574696678343,
2024,Соняшник,linest_lag_only,lag_only,test,2.69,0.9279258997851918,1.7620741002148081,1.7620741002148081,65.50461339088505,
2024,Соняшник,arima,trend,test,2.69,2.6262270794091482,0.06377292059085171,0.06377292059085171,2.3707405424108443,"(1, 1, 0)"
