year,value
2010,19.5
2011,21.1
2012,29.3
2013,29.8
2014,29.6
2015,29.6
2016,29.6
2017,26.8
2018,31.3
2019,29.5
2020,23.7
2021,31.4
2022,35.5
2023,33.7
2024,32.5
