year,value
2010,20.3
2011,21.7
2012,21.7
2013,22
2014,21.6
2015,21
2016,20.5
2017,19.6
2018,19
2019,20.1
2020,23.6
2021,21.3
2022,19.5
2023,23.3
2024,null
