year,value
2010,78.6
2011,77.7
2012,111.4
2013,98
2014,133.4
2015,139.6
2016,116.9
2017,128.9
2018,109.8
2019,104.3
2020,79.4
2021,79
2022,104.9
2023,110.1
2024,184.5
