year,value
2010,12.1
2011,12.7
2012,15.5
2013,16.7
2014,15.2
2015,13.6
2016,15.5
2017,18.7
2018,18.9
2019,17.5
2020,16.1
2021,16.1
2022,17.3
2023,10.4
2024,12.1
