year,value
2010,9.1
2011,9.5
2012,9.8
2013,15.2
2014,12.5
2015,18
2016,16.7
2017,16.9
2018,18.5
2019,16.7
2020,19.9
2021,20.9
2022,17.5
2023,10.5
2024,16.9
