year,value
2010,145.2
2011,157.8
2012,139.9
2013,156.5
2014,177.7
2015,190.1
2016,203.4
2017,203.4
2018,201.9
2019,201.4
2020,232.3
2021,257.4
2022,246
2023,237.9
2024,226.6
