year,value
2010,126.4
2011,123.5
2012,118
2013,117.7
2014,110
2015,100.2
2016,94.6
2017,93.6
2018,91.8
2019,83.5
2020,92.5
2021,76.1
2022,74.4
2023,69.1
2024,68.3
