year,value
2010,20.9
2011,22.1
2012,26.7
2013,31.1
2014,28
2015,28.5
2016,28.3
2017,24.8
2018,31.7
2019,33.4
2020,24.5
2021,31.5
2022,26.7
2023,29.3
2024,28.1
