year,value
2010,12.6
2011,15.3
2012,17.7
2013,21.8
2014,17.2
2015,19
2016,21.7
2017,26.7
2018,24.1
2019,22.3
2020,24.5
2021,22.3
2022,34
2023,10.9
2024,14.3
