year,value
2010,9.2
2011,9.9
2012,10.9
2013,13.9
2014,13.6
2015,12.2
2016,15.2
2017,16.7
2018,20.8
2019,18.3
2020,16.8
2021,15.6
2022,22.6
2023,9.8
2024,13.2
