year,value
2010,79.2
2011,77.2
2012,87.4
2013,87.6
2014,91
2015,82
2016,91.1
2017,102
2018,110.1
2019,108.4
2020,112.2
2021,116.4
2022,130.6
2023,97.2
2024,102.4
