year,value
2010,0.2
2011,0.4
2012,0.3
2013,0.5
2014,0.6
2015,0.8
2016,0.7
2017,0.4
2018,0.8
2019,0.8
2020,1.1
2021,0.3
2022,0.5
2023,0.4
2024,0.8
