year,value
2010,16.8
2011,21.1
2012,27
2013,21.7
2014,17.3
2015,19.9
2016,22.8
2017,23.8
2018,22.9
2019,20.2
2020,24.9
2021,24
2022,31
2023,12.1
2024,17.9
