year,value
2010,62.4
2011,62.7
2012,72.4
2013,74.7
2014,79.3
2015,74.4
2016,83.6
2017,87.6
2018,105.9
2019,98.9
2020,111.6
2021,105.8
2022,132.9
2023,89.6
2024,94.7
