year,value
2010,1.4
2011,1.4
2012,1
2013,0.6
2014,0.8
2015,0.9
2016,1
2017,1.2
2018,1.5
2019,1.6
2020,1.4
2021,1.1
2022,1.3
2023,1.1
2024,1.1
