year,value
2010,2.8
2011,2.9
2012,3
2013,2.3
2014,2.4
2015,1.8
2016,1.6
2017,0.9
2018,1.1
2019,0.9
2020,1.4
2021,1
2022,0.8
2023,1.1
2024,0.8
