year,value
2010,27.8
2011,35.5
2012,37.4
2013,43.3
2014,39.2
2015,43.7
2016,50.9
2017,52.1
2018,53.9
2019,60.3
2020,60.6
2021,59.4
2022,76.7
2023,48.2
2024,48.2
