year,value
2010,17
2011,17.8
2012,20.5
2013,20.7
2014,18.5
2015,18.8
2016,20.3
2017,23.1
2018,24.8
2019,23.9
2020,21.5
2021,21.9
2022,21.8
2023,14.9
2024,17.9
