year,value
2010,8.7
2011,10
2012,11.7
2013,12.5
2014,11.4
2015,12.9
2016,14.7
2017,16.3
2018,16.2
2019,16.4
2020,16
2021,15
2022,27.8
2023,9
2024,12.4
