year,value
2010,7.2
2011,6.6
2012,3.9
2013,1.2
2014,2.4
2015,5.6
2016,2.9
2017,5.7
2018,4.7
2019,4.4
2020,4.3
2021,6.1
2022,8.7
2023,3.6
2024,6.7
