year,value
2010,14.2
2011,16.3
2012,18.8
2013,20
2014,17.6
2015,17.3
2016,15.8
2017,20.7
2018,21
2019,20.1
2020,18.2
2021,18
2022,23.7
2023,14
2024,14.5
