year,value
2010,41.1
2011,33.3
2012,42
2013,58.9
2014,42.1
2015,37.3
2016,28.9
2017,30.6
2018,39.2
2019,48.3
2020,15.5
2021,17.4
2022,49.4
2023,63
2024,51.7
