year,value
2010,1.2
2011,1.2
2012,1.2
2013,1.1
2014,1.3
2015,1.2
2016,1.2
2017,1.2
2018,1.4
2019,1.3
2020,1.1
2021,1
2022,1.1
2023,1.2
2024,1.6
