year,value
2010,25.1
2011,31.6
2012,32.3
2013,33.8
2014,37.1
2015,40.1
2016,40.8
2017,34.6
2018,36.1
2019,42.4
2020,37.8
2021,41.7
2022,39.9
2023,45.4
2024,46
