year,value
2010,98
2011,116.6
2012,105.1
2013,117.5
2014,133.2
2015,148.2
2016,163.5
2017,170.8
2018,160
2019,158.2
2020,186.3
2021,199.4
2022,187.3
2023,166.7
2024,158.6
