year,value
2010,674.7
2011,681.8
2012,669.8
2013,673.5
2014,638.8
2015,646.9
2016,660.7
2017,638.2
2018,656.9
2019,685.2
2020,703.7
2021,709.1
2022,650
2023,636
2024,592.1
