year,value
2010,216.1
2011,259.9
2012,302
2013,339.4
2014,325.8
2015,296.4
2016,330.5
2017,348.8
2018,364.1
2019,412.9
2020,444.7
2021,406.1
2022,362.1
2023,356.3
2024,346.3
