year,value
2010,48.6
2011,35.2
2012,50.3
2013,34.3
2014,34.1
2015,30.4
2016,40.3
2017,46.5
2018,47.4
2019,43.9
2020,27.3
2021,25.6
2022,59.1
2023,83.6
2024,89.3
