year,value
2010,85.8
2011,84.7
2012,82.1
2013,78.3
2014,75.1
2015,74.9
2016,74.5
2017,71.9
2018,70
2019,72.8
2020,76.7
2021,74.8
2022,74.4
2023,77.9
2024,null
